date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,26.01,26.1,25.83,25.11,278068.88,-0.08,-0.31,25.614,25.021,24.002,301872.35,256858.07,342415.28
2017-10-30,25.68,26.43,25.91,25.35,354714.31,0.24,0.94,25.276,24.804,23.798,283969.44,249617.49,338091.56
2017-10-27,25.2,25.78,25.67,24.9,220924.39,0.41,1.62,24.99,24.587,23.567,248318.93,253166.59,332297.23
2017-10-26,25.55,26.21,25.26,25.09,347977.81,-0.14,-0.55,24.734,24.301,23.343,236749.06,261178.54,331943.73
2017-10-25,24.17,25.55,25.4,24.02,307676.38,1.26,5.22,24.58,24.083,23.153,203019.06,255122.28,326575.41
2017-10-24,24.6,24.6,24.14,23.88,188554.31,-0.34,-1.39,24.428,23.798,22.949,211843.78,273518.11,329324.51
2017-10-23,24.33,24.97,24.48,24.21,176461.78,0.09,0.37,24.332,23.621,22.839,215265.54,387481.5,338734.71
2017-10-20,24.24,24.56,24.39,23.92,163075.03,-0.1,-0.41,24.184,23.493,22.694,258014.25,401030.93,355768.52
2017-10-19,24.65,24.86,24.49,24.18,179327.8,-0.15,-0.61,23.868,23.368,22.549,285608.02,409384.24,358416.46
2017-10-18,23.71,24.68,24.64,23.52,351800.0,0.98,4.14,23.586,23.232,22.4,307225.49,431391.68,370499.25
2017-10-17,23.73,23.96,23.66,23.39,205663.09,-0.08,-0.34,23.168,22.982,22.273,335192.43,427972.49,375082.0
2017-10-16,22.88,23.87,23.74,22.88,390205.34,0.93,4.08,22.91,22.791,22.167,559697.46,426565.62,388002.72
2017-10-13,23.02,23.31,22.81,22.57,301043.88,-0.27,-1.17,22.802,22.547,22.04,544047.61,411427.88,394351.47
2017-10-12,22.8,23.33,23.08,22.71,287415.16,0.53,2.35,22.868,22.384,21.999,533160.45,402708.93,399262.4
2017-10-11,22.08,22.9,22.55,21.82,491634.69,0.18,0.81,22.878,22.222,21.939,555557.86,398028.54,405476.14
2017-10-10,23.2,23.47,22.37,21.0,1328188.25,-0.83,-3.58,22.796,22.1,21.904,520752.55,385130.91,400407.98
2017-10-09,23.51,23.64,23.2,23.08,311956.06,0.06,0.26,22.672,22.057,21.874,293433.78,289987.91,342421.72
2017-09-29,23.0,23.23,23.14,22.7,246608.09,0.01,0.04,22.292,21.895,21.786,278808.14,310506.1,344452.76
2017-09-28,22.0,23.36,23.13,21.96,399402.22,0.99,4.47,21.9,21.73,21.689,272257.4,307448.67,351441.67
2017-09-27,21.8,22.45,22.14,21.74,317608.12,0.39,1.79,21.566,21.567,21.578,240499.22,309606.82,347752.39
2017-09-26,21.3,21.77,21.75,21.14,191594.42,0.45,2.11,21.404,21.563,21.532,249509.27,322191.5,350264.42
2017-09-25,21.31,21.77,21.3,21.08,238827.86,0.12,0.57,21.442,21.543,21.512,286542.03,349439.81,364688.96
2017-09-22,21.28,21.49,21.18,20.96,213854.38,-0.28,-1.3,21.498,21.533,21.533,342204.06,377275.07,377275.07
2017-09-21,21.35,21.8,21.46,21.12,240611.3,0.13,0.61,21.56,21.572,21.572,342639.95,395432.93,395432.93
2017-09-20,21.75,21.99,21.33,21.28,362658.38,-0.61,-2.78,21.568,21.586,21.586,378714.43,414785.63,414785.63
2017-09-19,21.68,21.95,21.94,21.22,376758.25,0.36,1.67,21.722,21.623,21.623,394873.73,422232.38,422232.38
2017-09-18,21.8,22.48,21.58,21.53,517138.0,0.09,0.42,21.644,21.57,21.57,412337.59,429811.4,429811.4
2017-09-15,21.55,21.64,21.49,21.28,216033.81,-0.01,-0.05,21.568,21.568,21.568,412346.08,412346.08,412346.08
2017-09-14,22.12,22.44,21.5,21.22,420983.69,-0.6,-2.71,21.588,21.588,21.588,461424.15,461424.15,461424.15
2017-09-13,21.6,22.2,22.1,21.5,443454.91,0.55,2.55,21.617,21.617,21.617,474904.3,474904.3,474904.3
2017-09-12,21.22,22.03,21.55,21.21,464077.53,0.35,1.65,21.375,21.375,21.375,490629.0,490629.0,490629.0
2017-09-11,20.72,21.77,21.2,20.72,517180.47,0.42,2.02,21.2,21.2,21.2,517180.47,517180.47,517180.47
